	AFF1.mod	BAZ1A.mod	BCLAF1.mod	BTAF1.mod	CBFB.mod	CBX1.mod	CBX3.mod	CBX5.mod	CCNT2.mod	CHD3.mod	COPS2.mod	E2F1.mod	EED.mod	ELF4.mod	EOMES.mod	ETF1.mod	ETS2.mod	FLI1.mod	FOS.mod	FOXJ2.mod	FOXO3.mod	FOXP3.mod	FUBP1.mod	FUS.mod	GATA3.mod	HAT1.mod	HBP1.mod	HDAC2.mod	HDAC4.mod	HIF1A.mod	IKZF1.mod	IRF7.mod	IRF8.mod	JUNB.mod	KLF1.mod	MAF.mod	MEF2A.mod	MLL.mod	MORF4L2.mod	MTA1.mod	NAB1.mod	NCOA3.mod	NFATC3.mod	NFKB1.mod	PATZ1.mod	PBX2.mod	PHF1.mod	PKNOX1.mod	PNN.mod	RBBP7.mod	RBL2.mod	RORC.mod	RREB1.mod	RUNX1.mod	RUNX3.mod	SKIL.mod	SMAD3.mod	SMAD7.mod	SMARCC1.mod	SMARCD2.mod	SP1.mod	STAT1.mod	STAT2.mod	STAT3.mod	STAT4.mod	STAT5B.mod	STAT6.mod	TAF2.mod	TAF9.mod	TBX21.mod	TCF12.mod	TCF7.mod	TFAM.mod	TOX.mod	WHSC1L1.mod	YY1.mod	ZBTB7B.mod	CD14.mod	CD160.mod	CD19.mod	CD244.mod	CD28.mod	CD2.mod	CD33.mod	CD3E.mod	CD4.mod	CD5.mod	CD8A.mod	CD8B.mod	CTLA4.mod	CXCR1.mod	FASLG.mod	GNLY.mod	GZMA.mod	GZMB.mod	GZMK.mod	GZMM.mod	IL15RA.mod	IL27RA.mod	IL2RA.mod	IL2RB.mod	ITGB3.mod	KIR2DL1.mod	KIR2DS4.mod	KLRD1.mod	MPO.mod	NCAM1.mod	NKG7.mod	PRF1.mod	THBD.mod	TIGIT.mod
ZBTB7B.mod	0	0.010416667	0	0	0	0.107526882	0	0	0	0	0	0	0	0.15625	0	0	0.032608696	0.08	0.011363636	0.052083333	0.041237113	0	0	0	0	0.048192771	0	0	0.175257732	0	0	0	0	0	0	0	0	0	0	0	0.010416667	0	0	0.010416667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0.040816327	0	0.057471264	0.302083333	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.041237113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.147368421	0
CD14.mod	0	0	0	0	0	0	0.020833333	0	0	0	0	0	0	0	0	0.033333333	0.032608696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010309278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.175257732	0	0	0	0	0	0	0	0	0	0	0	0	0	0.020833333	0	0	0	0	0	0	0	0	0	0	0	0	0
CD160.mod	0	0	0	0	0	0	0	0	0	0	0	0.070707071	0	0	0.139784946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.368421053	0	0	0.021052632	0	0	0	0	0	0	0.107526882	0	0	0	0	0.552083333	0	0	0	0.4	0	0	0	0	1	0	0.463157895	0	0	0	0	0	0	0	0	0	0	0.659574468	0.768421053	0.452631579	0.78125	0	0.191489362	0	0	0	0.886597938	0	0.494252874	0.523255814	0.778947368	0	0.829545455	0.642105263	0.731958763	0	0.010638298
CD19.mod	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.336734694	0	0	0	0	0	0	0	0	0.527472527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD244.mod	0	0	0	0	0	0	0	0	0	0	0	0.050505051	0	0	0.086021505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010869565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.157894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	0	0	0	0.189473684	0	0	0	0	0.458333333	0	1	0	0	0	0	0	0	0	0	0	0	0.478723404	0.452631579	0.221052632	0.5	0	0.031914894	0	0	0	0.484536082	0	0.367816092	0.395348837	0.431578947	0	0.545454545	0.4	0.505154639	0	0
CD28.mod	0	0	0	0	0	0	0	0	0	0.488636364	0	0	0	0	0	0	0	0	0	0	0	0.460674157	0	0	0.065934066	0	0	0	0	0	0.189473684	0	0	0	0	0.263157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.170454545	0.159574468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.758241758	0	0	0	0	0	0	0	0	0	1	0.183673469	0	0.371134021	0	0.583333333	0	0	0.433333333	0	0	0	0	0	0	0	0	0	0.27173913	0	0	0	0	0	0	0	0	0	0	0
CD2.mod	0	0	0	0	0	0	0	0	0	0.113636364	0	0	0	0	0.010752688	0	0	0	0	0	0	0.112359551	0	0	0.098901099	0	0	0	0	0	0.010526316	0	0	0	0	0.263157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.617021277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.175824176	0	0	0	0	0	0	0	0	0	0.202247191	1	0	0.597938144	0	0.53125	0.011111111	0.010869565	0.011111111	0	0	0	0	0	0.102272727	0	0	0	0.032608696	0	0	0	0	0	0	0	0	0	0	0.085106383
CD33.mod	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.211111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.092783505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.173469388	0	0	0	0	0	1	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0.28125	0	0	0	0	0	0	0	0	0	0	0	0	0
CD3E.mod	0	0	0	0	0	0	0	0	0	0.375	0	0	0	0	0	0	0	0	0	0	0	0.101123596	0	0	0.21978022	0	0	0	0	0	0.084210526	0	0	0	0	0.210526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.079545455	0.531914894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.472527473	0	0	0	0	0	0	0	0	0	0.404494382	0.591836735	0	1	0	0.614583333	0.066666667	0.065217391	0.055555556	0	0	0	0	0	0.147727273	0	0	0	0.010869565	0	0	0	0	0	0	0	0	0	0	0.021276596
CD4.mod	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.044444444	0	0	0	0	0	0	0	0	0	0	0	0.041666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.041237113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24742268	0	1	0	0	0	0	0	0	0	0	0	0	0	0.447916667	0.051020408	0	0	0	0	0	0	0	0	0	0	0	0
CD5.mod	0	0	0	0	0	0	0	0	0	0.306818182	0	0	0	0	0	0	0	0	0	0	0	0.393258427	0	0	0.043956044	0	0	0	0	0	0.073684211	0	0	0	0	0.284210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.034090909	0.510638298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.505494505	0	0	0	0	0	0	0	0	0	0.629213483	0.520408163	0	0.608247423	0	1	0	0	0.266666667	0	0	0	0	0	0.045454545	0	0	0	0.22826087	0	0	0	0	0	0	0	0	0	0	0
CD8A.mod	0	0	0	0	0	0	0	0	0	0.011363636	0	0	0	0	0.075268817	0	0	0	0	0	0	0	0	0	0.142857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010752688	0	0	0	0	0.106382979	0	0	0	0	0	0.189473684	0	0	0	0	0	0	0.032258065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010204082	0	0.06185567	0	0	1	0.673913043	0	0	0	0	0.010526316	0	0.681818182	0.053191489	0	0	0	0	0	0	0	0	0	0	0	0	0	0.106382979
CD8B.mod	0	0	0	0	0	0	0	0	0	0.011363636	0	0	0	0	0.021505376	0	0	0	0	0	0	0	0	0	0.065934066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010752688	0	0	0	0.022727273	0.095744681	0	0	0	0	0	0.084210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010204082	0	0.06185567	0	0	0.688888889	1	0	0	0	0	0	0	0.522727273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.021276596
CTLA4.mod	0	0	0	0	0.02	0	0	0	0	0.181818182	0	0	0	0	0	0	0	0	0	0	0	0.674157303	0	0	0.032967033	0	0	0	0	0	0.189473684	0	0	0	0	0.410526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.113636364	0.042553191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.307692308	0	0	0	0	0	0	0	0	0	0.438202247	0.010204082	0	0.051546392	0	0.25	0	0	1	0	0	0	0	0	0	0	0	0	0.608695652	0	0	0	0	0	0	0	0	0	0	0
CXCR1.mod	0	0.072916667	0	0	0	0.064516129	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0.010309278	0	0	0	0	0	0.010204082	0	0	0	0	0	0	0	0	0	0	0	0	0	0.104166667	0	0	0.041666667	0	0.091836735	0	0.175	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0.183673469	0	0.149425287	0.083333333	0	0	0	0	0	0	0	0	0	0.04040404	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.031578947	0
FASLG.mod	0	0	0	0	0	0	0	0	0	0	0	0.131313131	0	0	0.290322581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010752688	0	0	0	0	0	0	0	0	0	0	0	0.421052632	0	0	0.021052632	0	0	0	0	0	0	0.129032258	0	0	0	0	0.760416667	0	0	0	0.484210526	0	0	0	0	0.645833333	0	0.473684211	0	0	0	0	0	0	0	0	0	0	1	0.789473684	0.663157895	0.78125	0	0.329787234	0	0	0	0.690721649	0	0.563218391	0.674418605	0.768421053	0	0.693181818	0.821052632	0.835051546	0	0.010638298
GNLY.mod	0	0	0	0	0	0	0	0	0	0	0	0.080808081	0	0	0.204301075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.452631579	0	0	0.042105263	0	0	0	0	0	0	0.11827957	0	0	0	0	0.71875	0	0	0	0.505263158	0	0	0	0	0.760416667	0	0.452631579	0	0	0	0	0	0	0	0	0	0	0.79787234	1	0.557894737	0.833333333	0	0.276595745	0	0	0	0.804123711	0	0.574712644	0.651162791	0.810526316	0	0.784090909	0.789473684	0.804123711	0	0
GZMA.mod	0	0	0	0	0	0	0	0	0	0	0	0.131313131	0	0	0.483870968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11827957	0	0	0	0	0	0	0	0	0	0	0	0.610526316	0	0	0.189473684	0	0	0	0	0	0	0.290322581	0	0	0	0	0.791666667	0	0	0	0.694736842	0	0	0	0	0.447916667	0	0.221052632	0	0	0	0	0	0	0.011111111	0	0	0	0.670212766	0.557894737	1	0.479166667	0.011363636	0.563829787	0	0	0	0.474226804	0	0.356321839	0.5	0.642105263	0	0.409090909	0.715789474	0.546391753	0	0.095744681
GZMB.mod	0	0	0	0	0	0	0	0	0	0	0	0.060606061	0	0	0.150537634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.368421053	0	0	0	0	0	0	0	0	0	0.075268817	0	0	0	0	0.65625	0	0	0	0.431578947	0	0	0	0	0.78125	0	0.505263158	0	0	0	0	0	0	0	0	0	0	0.79787234	0.842105263	0.484210526	1	0	0.20212766	0	0	0	0.783505155	0	0.632183908	0.697674419	0.789473684	0	0.897727273	0.747368421	0.896907216	0	0
GZMK.mod	0	0	0	0	0	0	0	0	0	0.034090909	0	0	0	0	0.096774194	0	0	0	0	0	0	0	0	0	0.197802198	0	0	0	0	0	0	0	0	0	0	0.021052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.255319149	0	0	0	0	0	0.126315789	0	0	0	0	0	0	0.032258065	0	0	0	0	0	0	0.021978022	0	0	0	0	0	0	0	0	0	0	0.091836735	0	0.134020619	0	0.041666667	0.666666667	0.5	0	0	0	0	0.010526316	0	1	0.053191489	0	0	0	0	0	0	0	0	0	0	0	0	0	0.138297872
GZMM.mod	0	0	0	0	0	0	0	0	0	0	0	0.111111111	0	0	0.483870968	0	0	0	0	0	0	0	0	0	0.032967033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.215053763	0	0	0	0	0	0	0	0	0	0	0	0.515789474	0	0	0.4	0	0	0	0	0	0	0.612903226	0	0	0	0	0.458333333	0	0	0	0.578947368	0	0	0	0	0.1875	0	0.031578947	0	0	0	0	0	0	0.055555556	0	0	0	0.329787234	0.273684211	0.557894737	0.197916667	0.056818182	1	0	0	0	0.206185567	0	0.137931034	0.220930233	0.326315789	0	0.125	0.389473684	0.257731959	0	0.319148936
IL15RA.mod	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.055555556	0	0	0	0	0	0	0	0	0	0	0	0.010416667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010309278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.020408163	0	0	0	0	0	0.278350515	0	0.447916667	0	0	0	0	0	0	0	0	0	0	0	1	0.010204082	0	0	0	0	0	0	0	0	0	0	0	0
IL27RA.mod	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.083333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.052083333	0	0	0	0	0	0	0	0	0	0	0	0.010416667	1	0	0	0	0	0	0	0	0	0	0	0	0
IL2RA.mod	0	0	0	0	0.02	0	0	0	0	0.045454545	0	0	0	0	0	0	0	0	0	0	0	0.730337079	0	0	0	0	0	0	0	0	0.105263158	0	0	0	0	0.357894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011363636	0.021276596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.142857143	0	0	0	0	0	0	0	0	0	0.280898876	0.030612245	0	0.010309278	0	0.21875	0	0	0.622222222	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
IL2RB.mod	0	0	0	0	0	0	0	0	0	0	0	0.060606061	0	0	0.150537634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010752688	0	0	0	0	0	0	0	0	0	0	0	0.421052632	0	0	0.031578947	0	0	0	0	0	0	0.096774194	0	0	0	0	0.614583333	0	0	0	0.463157895	0	0	0	0	0.895833333	0	0.494736842	0	0	0	0	0	0	0	0	0	0	0.712765957	0.821052632	0.484210526	0.791666667	0	0.212765957	0	0	0	1	0	0.528735632	0.569767442	0.810526316	0	0.852272727	0.694736842	0.762886598	0	0
ITGB3.mod	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.357894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.011363636	0	0	0	0	0
KIR2DL1.mod	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.129032258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010752688	0	0	0	0	0	0	0	0	0	0	0	0.242105263	0	0	0.010526316	0	0	0	0	0	0	0.075268817	0	0	0	0	0.479166667	0	0	0	0.294736842	0	0	0	0	0.447916667	0	0.336842105	0	0	0	0	0	0	0	0	0	0	0.521276596	0.526315789	0.326315789	0.572916667	0	0.127659574	0	0	0	0.474226804	0	1	0.755813953	0.473684211	0	0.579545455	0.515789474	0.546391753	0	0
KIR2DS4.mod	0	0	0	0	0	0	0	0	0	0	0	0.02020202	0	0	0.172043011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.021505376	0	0	0	0	0	0	0	0	0	0	0	0.357894737	0	0	0.042105263	0	0	0	0	0	0	0.064516129	0	0	0	0	0.59375	0	0	0	0.421052632	0	0	0	0	0.46875	0	0.357894737	0	0	0	0	0	0	0	0	0	0	0.617021277	0.589473684	0.452631579	0.625	0	0.20212766	0	0	0	0.505154639	0	0.747126437	1	0.578947368	0	0.602272727	0.652631579	0.567010309	0	0
KLRD1.mod	0	0	0	0	0	0	0	0	0	0	0	0.080808081	0	0	0.279569892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.021505376	0	0	0	0	0	0	0	0	0	0	0	0.526315789	0	0	0.063157895	0	0	0	0	0	0	0.129032258	0	0	0	0	0.760416667	0	0	0	0.578947368	0	0	0	0	0.770833333	0	0.431578947	0	0	0	0	0	0	0	0	0	0	0.776595745	0.810526316	0.642105263	0.78125	0	0.329787234	0	0	0	0.793814433	0	0.517241379	0.639534884	1	0	0.772727273	0.810526316	0.783505155	0	0.010638298
MPO.mod	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010309278	0	0	0	0	0	0.042105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.020618557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010989011	0	0	0	1	0	0	0	0	0
NCAM1.mod	0	0	0	0	0	0	0	0	0	0	0	0.04040404	0	0	0.107526882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.305263158	0	0	0	0	0	0	0	0	0	0.053763441	0	0	0	0	0.53125	0	0	0	0.357894737	0	0	0	0	0.760416667	0	0.505263158	0	0	0	0	0	0	0	0	0	0	0.64893617	0.726315789	0.378947368	0.822916667	0	0.117021277	0	0	0	0.773195876	0	0.586206897	0.61627907	0.715789474	0	1	0.610526316	0.762886598	0	0
NKG7.mod	0	0	0	0	0	0	0	0	0	0	0	0.090909091	0	0	0.322580645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.043010753	0	0	0	0	0	0	0	0	0	0	0	0.536842105	0	0	0.094736842	0	0	0	0	0	0	0.150537634	0	0	0	0	0.854166667	0	0	0	0.621052632	0	0	0	0	0.635416667	0	0.4	0	0	0	0	0	0	0	0	0	0	0.829787234	0.789473684	0.715789474	0.739583333	0	0.393617021	0	0	0	0.680412371	0	0.563218391	0.720930233	0.810526316	0	0.659090909	1	0.762886598	0	0.010638298
PRF1.mod	0	0	0	0	0	0	0	0	0	0	0	0.101010101	0	0	0.225806452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010752688	0	0	0	0	0	0	0	0	0	0	0	0.389473684	0	0	0	0	0	0	0	0	0	0.096774194	0	0	0	0	0.697916667	0	0	0	0.452631579	0	0	0	0	0.739583333	0	0.515789474	0	0	0	0	0	0	0	0	0	0	0.861702128	0.821052632	0.557894737	0.90625	0	0.265957447	0	0	0	0.762886598	0	0.609195402	0.639534884	0.8	0	0.840909091	0.778947368	1	0	0
THBD.mod	0	0.114583333	0	0	0	0.505376344	0	0	0	0	0	0	0	0.083333333	0	0	0	0.16	0.011363636	0.09375	0.505154639	0	0	0	0	0	0.010204082	0	0	0	0	0	0	0.223404255	0	0	0	0	0	0	0.333333333	0	0	0	0	0.234693878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26	0	0	0.275510204	0	0.068965517	0.458333333	0	0	0	0	0	0	0	0	0	0.141414141	0	0	0	0	0	0	0	0	0	0	0	0	0	0.030927835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TIGIT.mod	0	0	0	0	0	0	0	0	0	0.045454545	0	0.080808081	0	0	0.225806452	0	0	0	0	0	0	0	0	0	0.373626374	0	0	0	0	0	0.021052632	0	0	0	0	0.105263158	0	0	0	0	0	0	0.172043011	0	0	0	0	0	0	0	0.011363636	0.021276596	0	0	0.084210526	0	0	0.2	0	0	0	0	0	0	0.451612903	0	0	0	0	0.03125	0	0	0	0.115789474	0	0	0	0	0.010416667	0	0	0	0.081632653	0	0.020618557	0	0	0.111111111	0.02173913	0	0	0.010638298	0	0.094736842	0	0.147727273	0.319148936	0	0	0	0	0	0	0	0.010526316	0	0	0.010526316	0	0	1
